sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
180714,https://sofifa.com/player/180714/guilherme-alvim-marinato/220002,Guilherme,Guilherme Alvim Marinato,GK,77,77,1200000,22000,35,1985-12-12,195,95,100765,FC Lokomotiv Moscow,Russian Premier League,1,GK,1,,2007-08-21,2022,40,Russia,,,,Right,2,1,2,Medium/Medium,Lean (185+),No,1900000,,"GK Long Throw, Team Player",,,,,,,13,11,13,39,13,16,19,12,33,21,37,40,44,74,30,55,62,34,71,16,35,21,13,55,12,65,14,16,18,81,71,73,76,80,38,29+2,29+2,29+2,28,30,30,30,28,32+2,32+2,32+2,30+2,34+2,34+2,34+2,30+2,28+2,32+2,32+2,32+2,28+2,27+2,29+2,29+2,29+2,27+2,76+1,https://cdn.sofifa.net/players/180/714/22_120.png,https://cdn.sofifa.net/teams/100765/60.png,https://cdn.sofifa.net/flags/ru.png,,https://cdn.sofifa.net/flags/ru.png
180808,https://sofifa.com/player/180808/ondrej-kudela/220002,O. K?dela,Ond?ej K?dela,CB,77,77,3400000,1000,34,1987-03-26,182,78,266,SK Slavia Praha,Czech Republic Gambrinus Liga,1,RCB,15,,2018-01-19,2022,12,Czech Republic,,,,Right,3,2,1,Medium/High,Normal (170-185),No,7100000,,"Leadership, Long Passer (AI), Power Header",71,55,67,69,80,75,56,51,73,74,56,65,51,46,76,70,72,71,72,79,75,59,76,78,75,55,72,84,55,68,76,79,84,77,77,13,9,15,14,7,,64+2,64+2,64+2,65,65,65,65,65,67+2,67+2,67+2,67+2,71+2,71+2,71+2,67+2,74+2,77,77,77,74+2,75+2,77,77,77,75+2,18+2,https://cdn.sofifa.net/players/180/808/22_120.png,https://cdn.sofifa.net/teams/266/60.png,https://cdn.sofifa.net/flags/cz.png,,https://cdn.sofifa.net/flags/cz.png
181098,https://sofifa.com/player/181098/makoto-hasebe/220002,M. Hasebe,     ݻ ,"CDM, CB",77,77,2100000,19000,37,1984-01-18,180,72,1824,Eintracht Frankfurt,German 1. Bundesliga,1,SUB,20,,2014-07-01,2022,163,Japan,,,,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,3600000,,"Leadership, Long Passer (AI), Team Player",51,51,73,71,76,62,70,45,60,78,56,66,68,63,78,78,51,51,65,74,70,55,67,60,62,52,63,80,60,69,61,85,82,74,71,10,12,10,15,9,,60+2,60+2,60+2,65,64,64,64,65,67+2,67+2,67+2,67+2,72+2,72+2,72+2,67+2,71+2,75+2,75+2,75+2,71+2,71+2,72+2,72+2,72+2,71+2,18+2,https://cdn.sofifa.net/players/181/098/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/jp.png
181820,https://sofifa.com/player/181820/stevan-jovetic/220002,S. Joveti?,Stevan Joveti?,"ST, CAM",77,77,9000000,47000,31,1989-11-02,183,79,166,Hertha BSC,German 1. Bundesliga,1,LW,19,,2021-07-27,2024,15,Montenegro,,,,Right,4,3,3,Medium/Low,Normal (170-185),Yes,15300000,,"Injury Prone, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",65,79,76,79,35,60,72,77,74,80,79,79,84,74,64,81,64,65,77,77,66,82,73,45,70,79,50,30,79,80,78,78,31,32,30,9,7,5,9,10,,77,77,77,77,78-1,78-1,78-1,77,78-1,78-1,78-1,74+3,71+3,71+3,71+3,74+3,55+3,55+3,55+3,55+3,55+3,52+3,49+3,49+3,49+3,52+3,16+3,https://cdn.sofifa.net/players/181/820/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/me.png
183353,https://sofifa.com/player/183353/victor-david-diaz-miguel/220002,V?ctor D?az,V?ctor David D?az Miguel,"RB, CB",77,77,5500000,22000,33,1988-06-12,184,72,110832,Granada CF,Spain Primera Division,1,SUB,16,,2017-07-04,2022,45,Spain,,,,Right,3,3,1,Medium/High,Lean (170-185),No,11600000,,"Long Throw-in, Power Header",71,56,68,67,75,75,77,56,76,73,35,65,65,51,55,72,71,71,62,75,54,67,87,79,71,54,75,76,62,65,42,64,71,77,77,10,12,5,9,8,,66+2,66+2,66+2,68,67,67,67,68,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,75+2,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,75+2,17+2,https://cdn.sofifa.net/players/183/353/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
183899,https://sofifa.com/player/183899/pablo-piatti/220002,P. Piatti,Pablo Daniel Piatti,"RM, LM, LW",77,77,8500000,22000,32,1989-03-31,163,63,468,Elche CF,Spain Primera Division,1,SUB,20,,2021-03-06,2023,52,Argentina,,,,Left,2,3,2,High/Medium,Normal (170-),Yes,17900000,,Technical Dribbler (AI),82,74,74,78,47,56,77,74,71,76,71,80,78,58,70,75,85,79,78,75,88,75,76,66,47,76,63,51,77,75,64,70,52,35,38,10,8,13,8,10,,74+2,74+2,74+2,77,77,77,77,77,76+1,76+1,76+1,76+1,71+2,71+2,71+2,76+1,64+2,60+2,60+2,60+2,64+2,61+2,54+2,54+2,54+2,61+2,16+2,https://cdn.sofifa.net/players/183/899/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png
184703,https://sofifa.com/player/184703/luis-montes/220002,L. Montes,Luis Arturo Montes Jim?nez,"CM, CDM, CAM",77,77,4200000,19000,35,1986-05-15,166,68,110781,Club Le?n,Mexican Liga MX,1,LCM,10,,2011-06-01,2022,83,Mexico,,,,Left,3,3,1,High/High,Normal (170-),No,7100000,#Acrobat,"Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Team Player",62,73,77,80,59,69,67,65,46,81,72,77,77,80,75,81,61,63,86,80,91,80,74,81,63,85,68,67,75,80,72,81,60,60,45,7,8,11,9,11,,71+2,71+2,71+2,75,75,75,75,75,77,77,77,75+2,77,77,77,75+2,68+2,71+2,71+2,71+2,68+2,65+2,62+2,62+2,62+2,65+2,17+2,https://cdn.sofifa.net/players/184/703/22_120.png,https://cdn.sofifa.net/teams/110781/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/mx.png
184858,https://sofifa.com/player/184858/alan-kardec-de-sousa-pereira-jr/220002,Alan Kardec,Alan Kardec de Souza Pereira Junior,"ST, RW, LW",77,77,8500000,15000,32,1989-01-12,190,80,111773,Shenzhen FC,Chinese Super League,1,SUB,27,,2021-04-19,2022,54,Brazil,,,,Right,3,3,1,Medium/Low,Normal (185+),No,13200000,,Power Header,77,77,64,71,34,78,68,79,83,67,67,71,56,69,58,73,75,78,71,75,64,78,84,82,84,74,54,33,79,59,72,67,26,29,24,7,16,12,10,9,,77,77,77,73,74,74,74,73,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,56+2,53+2,53+2,53+2,56+2,54+2,50+2,50+2,50+2,54+2,18+2,https://cdn.sofifa.net/players/184/858/22_120.png,https://cdn.sofifa.net/teams/111773/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/br.png
185221,https://sofifa.com/player/185221/luiz-gustavo-dias/220002,Luiz Gustavo,Luiz Gustavo Dias,"CDM, CB",77,77,5000000,43000,33,1987-07-23,187,78,326,Fenerbah?e SK,Turkish S?per Lig,1,LCM,20,,2019-09-02,2023,54,Brazil,,,,Left,3,3,3,Medium/High,Normal (185+),Yes,9500000,,"Solid Player, Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI)",52,57,68,69,75,80,63,40,72,74,54,68,42,64,75,73,53,51,62,70,61,78,77,81,79,76,80,76,53,67,58,84,74,79,71,10,6,11,12,13,,62+3,62+3,62+3,63,64,64,64,63,66+3,66+3,66+3,65+3,71+3,71+3,71+3,65+3,71+3,75+2,75+2,75+2,71+3,71+3,75+2,75+2,75+2,71+3,17+3,https://cdn.sofifa.net/players/185/221/22_120.png,https://cdn.sofifa.net/teams/326/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/br.png
185239,https://sofifa.com/player/185239/omer-toprak/220002,?. Toprak,?mer Toprak,CB,77,77,7000000,13000,31,1989-07-21,186,83,38,SV Werder Bremen,German 2. Bundesliga,2,LCB,21,,2020-07-01,2023,48,Turkey,,,,Right,4,2,2,Medium/Medium,Normal (185+),Yes,11200000,,"Injury Prone, Team Player",72,39,61,68,80,70,49,33,78,71,47,66,44,33,69,69,65,77,63,77,61,62,82,54,77,29,70,76,36,59,43,78,80,83,76,11,8,11,12,15,,58+2,58+2,58+2,59,59,59,59,59,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,70+2,73+2,73+2,73+2,70+2,72+2,77,77,77,72+2,19+2,https://cdn.sofifa.net/players/185/239/22_120.png,https://cdn.sofifa.net/teams/38/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/tr.png
188044,https://sofifa.com/player/188044/lan-a/220002,A Lan, ?,"ST, LW, LM",77,77,9000000,27000,31,1989-07-10,178,64,111839,Guangzhou FC,Chinese Super League,1,SUB,18,,2015-12-01,2023,155,China PR,1413,LW,11,Right,3,4,2,High/Low,Lean (170-185),No,14400000,,"Long Passer (AI), Speed Dribbler (AI)",84,75,68,81,33,72,66,79,76,68,76,83,78,72,63,79,84,84,88,75,75,74,82,77,75,68,55,33,78,72,76,70,35,20,22,11,7,14,7,16,,77,77,77,77,77,77,77,77,76+1,76+1,76+1,76+1,68+2,68+2,68+2,76+1,57+2,53+2,53+2,53+2,57+2,54+2,48+2,48+2,48+2,54+2,18+2,https://cdn.sofifa.net/players/188/044/22_120.png,https://cdn.sofifa.net/teams/111839/60.png,https://cdn.sofifa.net/flags/cn.png,https://cdn.sofifa.net/teams/1413/60.png,https://cdn.sofifa.net/flags/cn.png
188081,https://sofifa.com/player/188081/alex-teixeira-dos-santos/220002,Alex Teixeira,Alex Teixeira dos Santos,"ST, LW, CAM",77,77,9000000,46000,31,1990-01-06,173,68,327,Be?ikta? JK,Turkish S?per Lig,1,CAM,90,,2021-08-10,2023,54,Brazil,,,,Right,4,4,3,High/Low,Normal (170-185),No,17100000,,"Speed Dribbler (AI), Technical Dribbler (AI)",83,76,73,80,40,70,63,77,54,79,78,80,73,59,72,81,84,82,85,73,76,74,79,78,72,76,52,55,80,79,74,82,30,35,37,10,9,14,7,12,,75+2,75+2,75+2,,78-1,78-1,78-1,,79-2,79-2,79-2,77,74+3,74+3,74+3,77,63+3,61+3,61+3,61+3,63+3,59+3,52+3,52+3,52+3,59+3,17+3,https://cdn.sofifa.net/players/188/081/22_120.png,https://cdn.sofifa.net/teams/327/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/br.png
188103,https://sofifa.com/player/188103/ruben-rochina-naixes/220002,Rochina,Rub?n Rochina Naixes,"RM, CM, CAM",77,77,10000000,24000,30,1991-03-23,182,76,110832,Granada CF,Spain Primera Division,1,SUB,21,,2021-08-21,2023,45,Spain,,,,Left,2,4,1,Medium/Medium,Normal (170-185),No,21000000,,"Injury Prone, Flair, Long Passer (AI), Long Shot Taker (AI)",70,77,78,81,54,68,69,74,54,78,68,82,81,77,81,82,71,70,74,73,77,83,63,67,71,83,65,53,73,82,67,82,51,57,53,7,16,11,13,13,,74+2,74+2,74+2,77,77,77,77,77,78-1,78-1,78-1,76+1,76+1,76+1,76+1,76+1,66+2,67+2,67+2,67+2,66+2,63+2,60+2,60+2,60+2,63+2,19+2,https://cdn.sofifa.net/players/188/103/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
188988,https://sofifa.com/player/188988/manuel-lanzini/220002,M. Lanzini,Manuel Lanzini,"CAM, CM, LM",77,77,10500000,64000,28,1993-02-15,167,59,19,West Ham United,English Premier League,1,CAM,10,,2016-07-01,2023,52,Argentina,,,,Right,3,4,2,Medium/Medium,Normal (170-),Yes,20000000,,"Injury Prone, Flair, Long Shot Taker (AI), Playmaker (AI)",71,72,77,81,32,42,74,70,52,79,61,82,76,76,77,80,76,66,84,72,89,76,75,53,31,75,48,27,73,77,73,76,27,36,25,14,9,6,7,15,,70+2,70+2,70+2,76,75,75,75,76,77,77,77,75+2,71+2,71+2,71+2,75+2,55+2,53+2,53+2,53+2,55+2,51+2,42+2,42+2,42+2,51+2,18+2,https://cdn.sofifa.net/players/188/988/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ar.png
189068,https://sofifa.com/player/189068/bas-dost/220002,B. Dost,Bas Leon Dost,ST,77,77,8500000,29000,32,1989-05-31,196,83,231,Club Brugge KV,Belgian Jupiler Pro League,1,ST,29,,2021-01-01,2022,34,Netherlands,,,,Right,3,2,3,Medium/Medium,Lean (185+),No,11900000,"#Aerial Threat, #Strength","Injury Prone, Leadership, Power Header",45,79,57,65,50,76,38,81,91,73,82,66,61,30,37,74,43,47,33,81,33,80,44,63,87,69,75,39,85,69,90,81,38,65,26,6,12,15,11,8,,77,77,77,66,73,73,73,66,69+3,69+3,69+3,64+3,66+3,66+3,66+3,64+3,53+3,59+3,59+3,59+3,53+3,53+3,60+3,60+3,60+3,53+3,17+3,https://cdn.sofifa.net/players/189/068/22_120.png,https://cdn.sofifa.net/teams/231/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/nl.png
189250,https://sofifa.com/player/189250/salomon-rondon/220002,S. Rond?n,Jos? Salom?n Rond?n Gim?nez,ST,77,77,9000000,77000,31,1989-09-16,186,86,7,Everton,English Premier League,1,SUB,33,,2021-08-31,2023,61,Venezuela,,,,Right,4,3,2,Medium/Low,Normal (185+),Yes,17100000,#Strength,Power Free-Kick,69,76,66,71,32,81,59,76,82,73,75,70,62,74,53,72,66,71,64,76,83,85,77,74,87,69,76,26,80,69,65,76,29,28,18,13,13,7,5,14,,77,77,77,71,74,74,74,71,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,53+2,53+2,53+2,53+2,53+2,50+2,50+2,50+2,50+2,50+2,18+2,https://cdn.sofifa.net/players/189/250/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ve.png
189472,https://sofifa.com/player/189472/aridane-hernandez-umpierrez/220002,Aridane,Aridane Hern?ndez Umpi?rrez,CB,77,77,7000000,26000,32,1989-03-23,186,77,479,CA Osasuna,Spain Primera Division,1,SUB,23,,2017-07-17,2023,45,Spain,,,,Right,3,2,1,Medium/High,Lean (185+),No,14700000,,"Injury Prone, Power Header",56,36,54,55,76,84,45,26,80,67,40,40,47,46,53,68,50,60,67,72,51,66,87,78,89,31,78,76,35,47,31,66,75,76,77,15,12,9,11,8,,54+2,54+2,54+2,50,51,51,51,50,52+2,52+2,52+2,53+2,59+2,59+2,59+2,53+2,67+2,71+2,71+2,71+2,67+2,70+2,77,77,77,70+2,18+2,https://cdn.sofifa.net/players/189/472/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
190143,https://sofifa.com/player/190143/jose-angel-valdes-diaz/220002,Cote,Jos? ?ngel Vald?s D?az,LB,77,77,7500000,26000,31,1989-09-05,182,77,479,CA Osasuna,Spain Primera Division,1,LB,16,,2021-07-05,2023,45,Spain,,,,Left,3,3,1,High/Low,Lean (170-185),No,15800000,,"Early Crosser, Long Passer (AI)",67,54,74,73,77,69,81,46,75,76,42,74,75,71,69,75,67,67,66,77,66,69,68,69,67,59,72,78,70,68,45,71,75,78,76,12,13,10,16,13,,66+2,66+2,66+2,70,69,69,69,70,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,20+2,https://cdn.sofifa.net/players/190/143/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
190149,https://sofifa.com/player/190149/oscar-de-marcos-arana/220002,De Marcos,?scar de Marcos Arana,"RB, RM, RW",77,77,7500000,25000,32,1989-04-14,182,78,448,Athletic Club de Bilbao,Spain Primera Division,1,SUB,18,,2009-07-01,2022,45,Spain,,,,Right,3,4,2,High/Medium,Lean (170-185),Yes,15800000,,"Injury Prone, Speed Dribbler (AI), Team Player",82,64,74,76,70,78,76,64,59,79,57,75,77,53,68,78,81,82,75,75,78,73,77,87,73,56,77,73,73,70,55,75,72,70,72,8,6,13,15,9,,71+2,71+2,71+2,74,73,73,73,74,74+2,74+2,74+2,76+1,74+2,74+2,74+2,76+1,76+1,74+2,74+2,74+2,76+1,75+2,72+2,72+2,72+2,75+2,17+2,https://cdn.sofifa.net/players/190/149/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
190432,https://sofifa.com/player/190432/oier-sanjurjo-mate/220002,Oier,Oier Sanjurjo Mat?,"CDM, CM",77,77,3000000,19000,35,1986-05-25,178,72,479,CA Osasuna,Spain Primera Division,1,CDM,6,,2008-09-01,2022,45,Spain,,,,Right,2,2,1,Medium/High,Normal (170-185),No,6300000,,Team Player,61,64,72,69,74,74,64,62,59,78,44,65,61,45,77,77,63,60,65,69,68,73,78,73,73,65,78,76,69,75,56,61,73,78,75,10,7,6,6,5,,67+2,67+2,67+2,68,69,69,69,68,71+2,71+2,71+2,70+2,74+2,74+2,74+2,70+2,72+2,76+1,76+1,76+1,72+2,72+2,73+2,73+2,73+2,72+2,14+2,https://cdn.sofifa.net/players/190/432/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
190577,https://sofifa.com/player/190577/sebastian-blanco/220002,S. Blanco,Sebasti?n Marcelo Blanco,"LM, CF",77,77,6500000,10000,33,1988-03-15,168,68,111140,Portland Timbers,USA Major League Soccer,1,RES,10,,2017-02-02,2021,52,Argentina,,,,Right,5,3,1,High/Medium,Normal (170-),No,9800000,,"Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",75,75,74,77,33,72,75,70,66,76,76,78,70,61,73,76,76,74,86,76,79,84,66,88,61,82,81,33,73,74,62,62,30,25,33,9,7,9,13,12,,74+2,74+2,74+2,76,75,75,75,76,76+1,76+1,76+1,76+1,71+2,71+2,71+2,76+1,60+2,58+2,58+2,58+2,60+2,56+2,49+2,49+2,49+2,56+2,17+2,https://cdn.sofifa.net/players/190/577/22_120.png,https://cdn.sofifa.net/teams/111140/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/ar.png
190875,https://sofifa.com/player/190875/juraj-kucka/220002,J. Kucka,Juraj Kucka,"CM, CDM",77,77,4900000,33000,34,1987-02-26,186,84,1795,Watford,English Premier League,1,SUB,33,Parma,,2022,43,Slovakia,,,,Right,4,3,2,High/Medium,Normal (185+),No,,#Strength,Long Shot Taker (AI),58,74,73,74,77,87,68,68,75,76,69,75,68,69,76,77,60,57,68,79,54,85,90,86,87,79,86,78,75,73,71,75,77,77,78,14,8,9,15,8,,74+2,74+2,74+2,72,74,74,74,72,74+2,74+2,74+2,73+2,77,77,77,73+2,75+2,78-1,78-1,78-1,75+2,75+2,79-2,79-2,79-2,75+2,19+2,https://cdn.sofifa.net/players/190/875/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/sk.png
192342,https://sofifa.com/player/192342/edwin-cardona/220002,E. Cardona,Edwin Andr?s Cardona Bedoya,"CAM, LW, LM",77,77,10500000,19000,28,1992-12-08,183,92,1877,Boca Juniors,Argentina Primera Divisi?n,1,CAM,8,,2020-02-01,2021,56,Colombia,,,,Right,4,3,2,Medium/Low,Stocky (170-185),No,14700000,#Strength,"Injury Prone, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",54,78,81,76,36,77,79,74,55,82,74,77,82,85,79,83,54,54,65,73,60,87,33,61,89,85,79,40,74,81,66,73,30,35,30,15,10,7,11,15,,74+2,74+2,74+2,75,76,76,76,75,77,77,77,74+2,74+2,74+2,74+2,74+2,58+2,61+2,61+2,61+2,58+2,53+2,51+2,51+2,51+2,53+2,19+2,https://cdn.sofifa.net/players/192/342/22_120.png,https://cdn.sofifa.net/teams/1877/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/co.png
192816,https://sofifa.com/player/192816/leandro-cabrera/220002,L. Cabrera,Leandro Daniel Cabrera Sas?a,"CB, LB",77,77,8500000,19000,30,1991-06-17,190,82,452,RCD Espanyol de Barcelona,Spain Primera Division,1,LCB,4,,2020-01-20,2024,60,Uruguay,,,,Left,2,2,1,Low/High,Normal (185+),No,17900000,,"Long Throw-in, Dives Into Tackles (AI), Leadership, Power Header",59,45,59,58,78,82,63,40,78,63,30,54,50,40,63,60,63,56,63,75,50,67,86,76,83,40,84,77,40,50,50,58,78,78,78,10,16,10,15,16,,57+2,57+2,57+2,55,55,55,55,55,55+2,55+2,55+2,58+2,61+2,61+2,61+2,58+2,70+2,72+2,72+2,72+2,70+2,72+2,77,77,77,72+2,21+2,https://cdn.sofifa.net/players/192/816/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/uy.png
193254,https://sofifa.com/player/193254/christopher-trimmel/220002,C. Trimmel,Christopher Trimmel,"RWB, RM, RB",77,77,3900000,29000,34,1987-02-24,189,82,1831,1. FC Union Berlin,German 1. Bundesliga,1,RWB,28,,2014-07-01,2024,4,Austria,1322,SUB,16,Right,3,3,2,High/Medium,Normal (185+),No,7000000,,"Long Throw-in, Early Crosser, Team Player",72,65,73,68,74,80,87,61,72,70,57,69,73,63,72,69,64,79,62,73,55,75,59,82,81,65,78,76,66,67,60,70,74,75,69,16,8,6,8,15,,69+2,69+2,69+2,70,68,68,68,70,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,75+2,74+2,74+2,74+2,75+2,75+2,74+2,74+2,74+2,75+2,18+2,https://cdn.sofifa.net/players/193/254/22_120.png,https://cdn.sofifa.net/teams/1831/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
193290,https://sofifa.com/player/193290/martin-braithwaite/220002,M. Braithwaite,Martin Braithwaite Christensen,"ST, LW",77,77,10500000,120000,30,1991-06-05,177,73,241,FC Barcelona,Spain Primera Division,1,SUB,12,,2020-02-20,2024,13,Denmark,1331,RW,9,Right,4,4,2,Medium/Medium,Normal (170-185),No,21500000,,"Flair, Speed Dribbler (AI)",80,76,72,79,35,74,68,78,67,75,75,78,71,75,65,81,79,80,81,77,70,77,81,76,75,71,69,31,78,74,73,76,35,30,26,14,13,11,7,8,,77,77,77,77,77,77,77,77,77,77,77,76+1,70+2,70+2,70+2,76+1,58+2,57+2,57+2,57+2,58+2,55+2,51+2,51+2,51+2,55+2,18+2,https://cdn.sofifa.net/players/193/290/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1331/60.png,https://cdn.sofifa.net/flags/dk.png
193601,https://sofifa.com/player/193601/german-pezzella/220002,G. Pezzella,Germ?n Alejandro Pezzella,CB,77,77,8500000,22000,30,1991-06-27,186,81,449,Real Betis Balompi?,Spain Primera Division,1,SUB,16,,2021-08-19,2025,52,Argentina,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,17900000,,Power Header,54,49,47,57,79,73,40,48,80,64,40,54,46,25,56,65,55,53,33,69,49,54,81,57,77,50,79,78,47,22,35,72,78,81,77,7,9,13,10,15,,58+2,58+2,58+2,52,54,54,54,52,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,65+2,69+2,69+2,69+2,65+2,68+2,77,77,77,68+2,17+2,https://cdn.sofifa.net/players/193/601/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png
194022,https://sofifa.com/player/194022/andre-gomes-magalhaes-almeida/220002,Andr? Almeida,Andr? Gomes Magalh?es de Almeida,RB,77,77,9000000,13000,30,1990-09-10,186,80,234,SL Benfica,Portuguese Liga ZON SAGRES,1,SUB,34,,2011-07-01,2023,38,Portugal,,,,Right,3,3,2,Medium/High,Normal (185+),Yes,18000000,,Early Crosser,66,63,75,74,79,75,79,58,74,80,54,74,78,42,75,79,63,68,66,73,60,76,77,65,78,67,80,77,70,72,43,77,80,81,77,14,6,7,12,8,,70+2,70+2,70+2,72,72,72,72,72,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,75+2,77,77,77,75+2,75+2,78-1,78-1,78-1,75+2,17+2,https://cdn.sofifa.net/players/194/022/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/pt.png
194229,https://sofifa.com/player/194229/hugo-mallo-novegil/220002,Hugo Mallo,Hugo Mallo Novegil,"RB, RWB",77,77,9000000,22000,30,1991-06-22,173,69,450,RC Celta de Vigo,Spain Primera Division,1,RB,2,,2009-07-01,2023,45,Spain,,,,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,18900000,,"Leadership, Team Player",66,39,68,67,74,74,78,28,65,71,28,62,69,38,61,71,63,69,74,80,63,67,79,82,69,39,76,78,46,64,23,70,69,77,77,14,9,7,9,15,,57+2,57+2,57+2,62,60,60,60,62,62+2,62+2,62+2,65+2,67+2,67+2,67+2,65+2,75+2,73+2,73+2,73+2,75+2,75+2,73+2,73+2,73+2,75+2,19+2,https://cdn.sofifa.net/players/194/229/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
